"gene_id","n_sets","set_members"
"LOC126299171",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126299197",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126299206",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126299221",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126299332",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126299349",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126299364",5,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_50_vs_83"
"LOC126299372",5,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50; interaction_coefficients; DESeq2_33_vs_83"
"LOC126299374",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126299380",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126299447",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126299466",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126299530",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126299559",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126309705",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126320089",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126322572",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126322885",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126324086",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126324953",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_83; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126324969",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126325205",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126325232",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126329358",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126331691",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126332302",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126332318",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126334632",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126334697",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126334771",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126334818",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126334835",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126334947",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126334976",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126334990",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126334994",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335014",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335036",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335057",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335083",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335084",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335114",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335115",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335117",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335132",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335140",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335166",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335187",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335202",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335229",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335232",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_83; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126335233",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335242",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126335256",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335288",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335309",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335348",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335382",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335463",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335472",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335490",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335505",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335545",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335546",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335547",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335557",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335565",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335579",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335656",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335700",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335828",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126335966",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336122",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336236",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336307",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_83; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126336325",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336375",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336376",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336379",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336399",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336414",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336416",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336469",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336499",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336537",5,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_diet_pairwise_results; DESeq2_33_vs_50; DESeq2_33_vs_83"
"LOC126336554",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336565",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336578",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336583",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336593",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336597",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336602",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336646",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336695",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336738",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336772",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336801",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336948",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126336969",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126337056",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126337850",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126337983",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126339612",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126339739",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126339755",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126341418",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126341434",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126343175",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126345497",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126346425",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126347864",5,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126349011",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126349825",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126352796",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126353777",5,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126353855",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126353927",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126353931",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126353933",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126353958",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354017",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354018",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354081",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354142",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354146",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354185",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354226",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354256",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354282",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354521",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354547",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354579",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354656",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354672",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354677",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354689",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354914",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354923",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354924",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354927",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354995",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355041",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355184",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355203",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355206",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355303",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355392",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126355561",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355702",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355789",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; all_diet_pairwise_results; DESeq2_50_vs_83"
"LOC126355933",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355938",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355939",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126355940",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126356050",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126356066",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126356135",5,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
