"GeneID","Description"
"LOC126330219","small subunit ribosomal RNA"
"LOC126330220","large subunit ribosomal RNA"
"LOC126330221","large subunit ribosomal RNA"
"LOC126330222","large subunit ribosomal RNA"
"LOC126330228","small subunit ribosomal RNA"
"LOC126330262","heparan-alpha-glucosaminide N-acetyltransferase-like"
"LOC126330284","uncharacterized LOC126330284"
"LOC126330342","cilia- and flagella-associated protein 300-like"
"LOC126330391","large subunit ribosomal RNA"
"LOC126330392","large subunit ribosomal RNA"
"LOC126330397","small subunit ribosomal RNA"
"LOC126330400","small subunit ribosomal RNA"
"LOC126330401","small subunit ribosomal RNA"
"LOC126330405","large subunit ribosomal RNA"
"LOC126330415","large subunit ribosomal RNA"
"LOC126330420","large subunit ribosomal RNA"
"LOC126330425","large subunit ribosomal RNA"
"LOC126330428","large subunit ribosomal RNA"
"LOC126330429","large subunit ribosomal RNA"
"LOC126330442","large subunit ribosomal RNA"
"LOC126330443","large subunit ribosomal RNA"
"LOC126330451","large subunit ribosomal RNA"
"LOC126330452","large subunit ribosomal RNA"
"LOC126330453","large subunit ribosomal RNA"
"LOC126330456","small subunit ribosomal RNA"
"LOC126330457","small subunit ribosomal RNA"
"LOC126330460","large subunit ribosomal RNA"
"LOC126330461","large subunit ribosomal RNA"
"LOC126330474","small subunit ribosomal RNA"
"LOC126330475","small subunit ribosomal RNA"
"LOC126330476","small subunit ribosomal RNA"
"LOC126330477","small subunit ribosomal RNA"
"LOC126330482","large subunit ribosomal RNA"
"LOC126330497","G-protein coupled receptor GRL101-like"
"LOC126330514","large subunit ribosomal RNA"
"LOC126330521","small subunit ribosomal RNA"
"LOC126330522","small subunit ribosomal RNA"
"LOC126330523","small subunit ribosomal RNA"
"LOC126330525","large subunit ribosomal RNA"
"LOC126330526","large subunit ribosomal RNA"
"LOC126330528","large subunit ribosomal RNA"
"LOC126330530","large subunit ribosomal RNA"
"LOC126330535","small subunit ribosomal RNA"
"LOC126330536","large subunit ribosomal RNA"
"LOC126330540","small subunit ribosomal RNA"
"LOC126330600","small subunit ribosomal RNA"
"LOC126330603","large subunit ribosomal RNA"
"LOC126330607","large subunit ribosomal RNA"
"LOC126330620","small subunit ribosomal RNA"
"LOC126330621","large subunit ribosomal RNA"
"LOC126330625","large subunit ribosomal RNA"
"LOC126330629","large subunit ribosomal RNA"
"LOC126330635","large subunit ribosomal RNA"
"LOC126330636","large subunit ribosomal RNA"
"LOC126330645","small subunit ribosomal RNA"
"LOC126330647","large subunit ribosomal RNA"
"LOC126330650","small subunit ribosomal RNA"
"LOC126330651","small subunit ribosomal RNA"
"LOC126330652","large subunit ribosomal RNA"
"LOC126330654","small subunit ribosomal RNA"
"LOC126330655","forkhead box protein J1.2-like"
"LOC126330656","large subunit ribosomal RNA"
"LOC126330667","large subunit ribosomal RNA"
"LOC126330672","large subunit ribosomal RNA"
"LOC126330673","large subunit ribosomal RNA"
"LOC126330674","large subunit ribosomal RNA"
"LOC126330694","large subunit ribosomal RNA"
"LOC126330695","large subunit ribosomal RNA"
"LOC126330696","large subunit ribosomal RNA"
"LOC126330708","small subunit ribosomal RNA"
"LOC126330709","large subunit ribosomal RNA"
"LOC126330710","large subunit ribosomal RNA"
"LOC126330714","large subunit ribosomal RNA"
"LOC126330715","large subunit ribosomal RNA"
"LOC126330717","agrin-like"
"LOC126330721","small subunit ribosomal RNA"
"LOC126330722","uncharacterized LOC126330722"
"LOC126330725","large subunit ribosomal RNA"
"LOC126330727","large subunit ribosomal RNA"
"LOC126330731","small subunit ribosomal RNA"
"LOC126330737","small subunit ribosomal RNA"
"LOC126330738","small subunit ribosomal RNA"
"LOC126330746","large subunit ribosomal RNA"
"LOC126330748","cytochrome b5-related protein-like"
"LOC126330749","5.8S ribosomal RNA"
"LOC126330757","large subunit ribosomal RNA"
"LOC126330759","small subunit ribosomal RNA"
"LOC126330760","large subunit ribosomal RNA"
"LOC126330761","large subunit ribosomal RNA"
"LOC126330773","small subunit ribosomal RNA"
"LOC126330775","small subunit ribosomal RNA"
"LOC126330776","large subunit ribosomal RNA"
"LOC126330777","large subunit ribosomal RNA"
"LOC126330778","large subunit ribosomal RNA"
"LOC126330782","5.8S ribosomal RNA"
"LOC126330785","large subunit ribosomal RNA"
"LOC126330787","small subunit ribosomal RNA"
"LOC126330788","large subunit ribosomal RNA"
"LOC126330791","large subunit ribosomal RNA"
"LOC126330792","large subunit ribosomal RNA"
"LOC126330795","small subunit ribosomal RNA"
"LOC126330796","uncharacterized LOC126330796"
"LOC126330797","uncharacterized LOC126330797"
"LOC126330798","ribosome biogenesis protein NSA2 homolog"
"LOC126330799","uncharacterized LOC126330799"
"LOC126330800","uncharacterized LOC126330800"
"LOC126330801","serine/threonine-protein phosphatase 2A catalytic subunit beta isoform-like"
"LOC126330803","uncharacterized LOC126330803"
"LOC126330804","uncharacterized LOC126330804"
"LOC126330805","ras guanine nucleotide exchange factor A-like"
"LOC126330806","uncharacterized LOC126330806"
"LOC126330807","nuclear speckle splicing regulatory protein 1-like"
"LOC126330808","uncharacterized LOC126330808"
"LOC126330809","cytochrome b5-related protein-like"
"LOC126330810","uncharacterized LOC126330810"
"LOC126330812","uncharacterized LOC126330812"
"LOC126330814","charged multivesicular body protein 5-like"
"LOC126330815","probable alanine aminotransferase%2C mitochondrial"
"LOC126330817","large subunit ribosomal RNA"
"LOC126330818","large subunit ribosomal RNA"
"LOC126330821","5.8S ribosomal RNA"
"LOC126330823","small subunit ribosomal RNA"
"LOC126331023","piwi-like protein Siwi"
"LOC126331066","single Ig IL-1-related receptor-like"
"LOC126331082","interleukin-1 receptor accessory protein-like 1-B"
"LOC126331179","uncharacterized LOC126331179"
"LOC126331298","uncharacterized LOC126331298"
"LOC126331324","uncharacterized LOC126331324"
"LOC126331335","microsomal glutathione S-transferase 1-like"
"LOC126331439","DNA helicase MCM8-like"
"LOC126331440","ELMO domain-containing protein A-like"
"LOC126331441","dynamin-like protein A"
"LOC126331442","uncharacterized LOC126331442"
"LOC126331443","leucine--tRNA ligase%2C cytoplasmic-like"
"LOC126331444","uncharacterized LOC126331444"
"LOC126331445","dual-specificity RNA methyltransferase RlmN-like"
"LOC126331446","alkaline phosphatase 4-like"
"LOC126331447","ATP-dependent Clp protease proteolytic subunit-like"
"LOC126331448","protein arv1 homolog"
"LOC126331449","nucleoporin Nup35"
"LOC126331450","uncharacterized LOC126331450"
"LOC126331451","RNA cytosine C(5)-methyltransferase NSUN2-like"
"LOC126331452","uncharacterized LOC126331452"
"LOC126331454","trafficking protein particle complex subunit 6b-like"
"LOC126331455","uncharacterized LOC126331455"
"LOC126331465","uncharacterized LOC126331465"
"LOC126331476","microsomal glutathione S-transferase 1-like"
"LOC126331570","uncharacterized LOC126331570"
"LOC126331572","small subunit ribosomal RNA"
"LOC126331573","large subunit ribosomal RNA"
"LOC126331574","large subunit ribosomal RNA"
"LOC126331578","small subunit ribosomal RNA"
"LOC126331579","small subunit ribosomal RNA"
"LOC126331614","large subunit ribosomal RNA"
"LOC126331619","small subunit ribosomal RNA"
"LOC126331620","large subunit ribosomal RNA"
"LOC126331622","large subunit ribosomal RNA"
"LOC126331623","large subunit ribosomal RNA"
"LOC126331625","small subunit ribosomal RNA"
"LOC126331628","large subunit ribosomal RNA"
"LOC126331629","large subunit ribosomal RNA"
"LOC126331647","large subunit ribosomal RNA"
"LOC126331648","5.8S ribosomal RNA"
"LOC126331649","large subunit ribosomal RNA"
"LOC126331653","large subunit ribosomal RNA"
"LOC126331655","large subunit ribosomal RNA"
"LOC126331657","small subunit ribosomal RNA"
"LOC126331658","small subunit ribosomal RNA"
"LOC126331666","large subunit ribosomal RNA"
"LOC126331667","large subunit ribosomal RNA"
"LOC126331668","large subunit ribosomal RNA"
"LOC126331669","large subunit ribosomal RNA"
"LOC126331680","small subunit ribosomal RNA"
"LOC126331681","large subunit ribosomal RNA"
"LOC126331683","large subunit ribosomal RNA"
"LOC126331684","large subunit ribosomal RNA"
"LOC126331691","toll-like receptor 2 type-2"
"LOC126331784","small subunit ribosomal RNA"
"LOC126331785","large subunit ribosomal RNA"
"LOC126331786","large subunit ribosomal RNA"
"LOC126331791","uncharacterized LOC126331791"
"LOC126331793","small subunit ribosomal RNA"
"LOC126331802","small subunit ribosomal RNA"
"LOC126331803","small subunit ribosomal RNA"
"LOC126331804","small subunit ribosomal RNA"
"LOC126331807","large subunit ribosomal RNA"
"LOC126331813","small subunit ribosomal RNA"
"LOC126331815","large subunit ribosomal RNA"
"LOC126331819","large subunit ribosomal RNA"
"LOC126331831","large subunit ribosomal RNA"
"LOC126331832","neuropeptide-like 1"
"LOC126331834","small subunit ribosomal RNA"
"LOC126331835","small subunit ribosomal RNA"
"LOC126331838","small subunit ribosomal RNA"
"LOC126331839","large subunit ribosomal RNA"
"LOC126331841","large subunit ribosomal RNA"
"LOC126331845","small subunit ribosomal RNA"
"LOC126331850","small subunit ribosomal RNA"
"LOC126331855","large subunit ribosomal RNA"
"LOC126331857","small subunit ribosomal RNA"
"LOC126331858","ankyrin repeat domain-containing protein 29-like"
"LOC126331861","large subunit ribosomal RNA"
"LOC126331864","small subunit ribosomal RNA"
"LOC126331868","large subunit ribosomal RNA"
"LOC126331869","large subunit ribosomal RNA"
"LOC126331870","large subunit ribosomal RNA"
"LOC126331876","5.8S ribosomal RNA"
"LOC126331880","small subunit ribosomal RNA"
"LOC126331882","large subunit ribosomal RNA"
"LOC126331883","large subunit ribosomal RNA"
"LOC126331884","large subunit ribosomal RNA"
"LOC126331892","5.8S ribosomal RNA"
"LOC126331994","uncharacterized LOC126331994"
"LOC126332010","greglin"
"LOC126332046","uncharacterized LOC126332046"
"LOC126332062","uncharacterized LOC126332062"
"LOC126332098","uncharacterized LOC126332098"
"LOC126332140","uncharacterized LOC126332140"
"LOC126332151","uncharacterized LOC126332151"
"LOC126332158","large subunit ribosomal RNA"
"LOC126332159","large subunit ribosomal RNA"
"LOC126332160","large subunit ribosomal RNA"
"LOC126332162","uncharacterized LOC126332162"
"LOC126332167","large subunit ribosomal RNA"
"LOC126332168","large subunit ribosomal RNA"
"LOC126332175","small subunit ribosomal RNA"
"LOC126332176","large subunit ribosomal RNA"
"LOC126332177","large subunit ribosomal RNA"
"LOC126332179","uncharacterized LOC126332179"
"LOC126332180","probable chitinase 2"
"LOC126332182","uncharacterized LOC126332182"
"LOC126332183","acidic mammalian chitinase-like"
"LOC126332186","uncharacterized LOC126332186"
"LOC126332200","small subunit ribosomal RNA"
"LOC126332201","small subunit ribosomal RNA"
"LOC126332202","large subunit ribosomal RNA"
"LOC126332220","uncharacterized LOC126332220"
"LOC126332261","uncharacterized LOC126332261"
"LOC126332302","uncharacterized LOC126332302"
"LOC126332318","uncharacterized LOC126332318"
"LOC126332330","small subunit ribosomal RNA"
"LOC126332331","small subunit ribosomal RNA"
"LOC126332333","large subunit ribosomal RNA"
"LOC126332334","large subunit ribosomal RNA"
"LOC126332335","large subunit ribosomal RNA"
"LOC126332337","large subunit ribosomal RNA"
"LOC126332338","large subunit ribosomal RNA"
"LOC126332340","large subunit ribosomal RNA"
"LOC126332341","large subunit ribosomal RNA"
"LOC126332345","5.8S ribosomal RNA"
"LOC126332346","small subunit ribosomal RNA"
"LOC126332347","large subunit ribosomal RNA"
"LOC126332348","large subunit ribosomal RNA"
"LOC126332351","large subunit ribosomal RNA"
"LOC126332352","large subunit ribosomal RNA"
"LOC126332360","large subunit ribosomal RNA"
"LOC126332362","small subunit ribosomal RNA"
"LOC126332366","small subunit ribosomal RNA"
"LOC126332367","small subunit ribosomal RNA"
"LOC126332368","large subunit ribosomal RNA"
"LOC126332373","small subunit ribosomal RNA"
"LOC126332375","uncharacterized LOC126332375"
"LOC126332378","large subunit ribosomal RNA"
"LOC126332379","large subunit ribosomal RNA"
"LOC126332387","uncharacterized LOC126332387"
"LOC126332388","uncharacterized LOC126332388"
"LOC126332390","uncharacterized LOC126332390"
"LOC126332391","uncharacterized LOC126332391"
"LOC126332392","DNA-directed RNA polymerase III subunit rpc2-like"
"LOC126332393","DNA-directed RNA polymerase I subunit rpa1-like"
"LOC126332394","uncharacterized LOC126332394"
"LOC126332395","coiled-coil domain-containing protein 93 homolog"
"LOC126332396","uncharacterized LOC126332396"
"LOC126332397","RNA-binding protein 39-like"
"LOC126332398","glucose-6-phosphate isomerase-like"
"LOC126332399","stress-activated protein kinase alpha-like"
"LOC126332400","nuclear pore complex protein Nup107-like"
"LOC126332402","uncharacterized LOC126332402"
"LOC126332403","uncharacterized LOC126332403"
"LOC126332404","uncharacterized LOC126332404"
"LOC126332405","uncharacterized LOC126332405"
"LOC126332406","uncharacterized LOC126332406"
"LOC126332407","uncharacterized LOC126332407"
"LOC126332408","putative mitotic check point protein BUB2"
"LOC126332409","uncharacterized LOC126332409"
"LOC126332410","endonuclease III-like protein 1"
"LOC126332411","protein krueppel-like"
"LOC126332412","uncharacterized LOC126332412"
"LOC126332413","geranylgeranyl pyrophosphate synthase-like"
"LOC126332473","large subunit ribosomal RNA"
"LOC126332485","5.8S ribosomal RNA"
"LOC126332487","small subunit ribosomal RNA"
"LOC126332488","large subunit ribosomal RNA"
"LOC126332494","small subunit ribosomal RNA"
"LOC126332496","large subunit ribosomal RNA"
"LOC126332500","small subunit ribosomal RNA"
"LOC126332501","small subunit ribosomal RNA"
"LOC126332503","large subunit ribosomal RNA"
"LOC126332505","small subunit ribosomal RNA"
"LOC126332506","large subunit ribosomal RNA"
"LOC126332523","large subunit ribosomal RNA"
"LOC126332525","large subunit ribosomal RNA"
"LOC126332527","leucine-rich repeat-containing protein 15-like"
"LOC126332538","large subunit ribosomal RNA"
"LOC126332569","transmembrane 9 superfamily member 4-like"
"LOC126332601","alpha-amylase-like"
"LOC126332605","small subunit ribosomal RNA"
"LOC126332606","small subunit ribosomal RNA"
"LOC126332609","large subunit ribosomal RNA"
"LOC126332611","large subunit ribosomal RNA"
"LOC126332612","large subunit ribosomal RNA"
"LOC126332619","large subunit ribosomal RNA"
"LOC126332625","small subunit ribosomal RNA"
"LOC126332626","large subunit ribosomal RNA"
"LOC126332627","large subunit ribosomal RNA"
"LOC126332628","large subunit ribosomal RNA"
"LOC126332633","alpha-amylase 1-like"
"LOC126332634","5.8S ribosomal RNA"
"LOC126332642","small subunit ribosomal RNA"
"LOC126332647","large subunit ribosomal RNA"
"LOC126332648","large subunit ribosomal RNA"
"LOC126332649","alpha-amylase-like"
"LOC126332650","large subunit ribosomal RNA"
"LOC126332658","large subunit ribosomal RNA"
"LOC126332659","large subunit ribosomal RNA"
"LOC126332665","alpha-amylase 2-like"
"LOC126332671","small subunit ribosomal RNA"
"LOC126332672","small subunit ribosomal RNA"
"LOC126332673","large subunit ribosomal RNA"
"LOC126332678","large subunit ribosomal RNA"
"LOC126332679","large subunit ribosomal RNA"
"LOC126332690","5.8S ribosomal RNA"
"LOC126332692","large subunit ribosomal RNA"
"LOC126332693","large subunit ribosomal RNA"
"LOC126332697","alpha-amylase 1-like"
"LOC126332699","small subunit ribosomal RNA"
"LOC126332701","5.8S ribosomal RNA"
"LOC126332702","small subunit ribosomal RNA"
"LOC126332703","large subunit ribosomal RNA"
"LOC126332704","large subunit ribosomal RNA"
"LOC126332707","small subunit ribosomal RNA"
"LOC126332708","small subunit ribosomal RNA"
"LOC126332714","large subunit ribosomal RNA"
"LOC126332724","esterase FE4-like"
"LOC126332740","juvenile hormone esterase-like"
"LOC126332750","large subunit ribosomal RNA"
"LOC126332754","large subunit ribosomal RNA"
"LOC126332755","cytosolic Fe-S cluster assembly factor NUBP2 homolog"
"LOC126332756","PAN2-PAN3 deadenylation complex subunit pan3-like"
"LOC126332757","U3 small nucleolar RNA-interacting protein 2-like"
"LOC126332758","uncharacterized LOC126332758"
"LOC126332760","presequence protease%2C mitochondrial-like"
"LOC126332762","tyrosine-protein phosphatase 2-like"
"LOC126332763","WD repeat-containing protein DDB_G0349043-like"
"LOC126332764","transmembrane protein 104 homolog"
"LOC126332765","uncharacterized LOC126332765"
"LOC126332766","electron transfer flavoprotein subunit beta-like"
"LOC126332767","uncharacterized LOC126332767"
"LOC126332769","large subunit ribosomal RNA"
"LOC126332771","small subunit ribosomal RNA"
"LOC126332774","large subunit ribosomal RNA"
"LOC126332778","small subunit ribosomal RNA"
"LOC126332779","small subunit ribosomal RNA"
"LOC126332780","large subunit ribosomal RNA"
"LOC126332781","bis(5'-adenosyl)-triphosphatase-like"
"LOC126332782","peroxisomal targeting signal 2 receptor-like"
"LOC126332783","juvenile hormone esterase-like"
"LOC126332784","uncharacterized LOC126332784"
"LOC126332787","ALG-2 interacting protein X-like"
"LOC126332788","uncharacterized LOC126332788"
"LOC126332789","uncharacterized LOC126332789"
"LOC126332790","prohibitin-1%2C mitochondrial-like"
"LOC126332791","glycogen [starch] synthase-like"
"LOC126332792","uncharacterized LOC126332792"
"LOC126332795","ribonuclease P protein subunit p25-like protein"
"LOC126332796","protein phosphatase inhibitor 2-like"
"LOC126332797","J domain-containing protein DDB_G0295729-like"
"LOC126332798","armadillo repeat-containing protein 1-like"
"LOC126332799","mucin-12-like"
"LOC126332805","large subunit ribosomal RNA"
"LOC126332811","5.8S ribosomal RNA"
"LOC126332812","large subunit ribosomal RNA"
"LOC126332815","small subunit ribosomal RNA"
"LOC126332816","juvenile hormone esterase-like"
"LOC126332817","small subunit ribosomal RNA"
"LOC126332818","small subunit ribosomal RNA"
"LOC126332823","large subunit ribosomal RNA"
"LOC126332833","large subunit ribosomal RNA"
"LOC126332842","esterase E4-like"
"LOC126332862","large subunit ribosomal RNA"
"LOC126332864","small subunit ribosomal RNA"
"LOC126332865","small subunit ribosomal RNA"
"LOC126332866","small subunit ribosomal RNA"
"LOC126332867","large subunit ribosomal RNA"
"LOC126332868","large subunit ribosomal RNA"
"LOC126332869","large subunit ribosomal RNA"
"LOC126332873","esterase SG1-like"
"LOC126332875","small subunit ribosomal RNA"
"LOC126332879","small subunit ribosomal RNA"
"LOC126332880","large subunit ribosomal RNA"
"LOC126332882","large subunit ribosomal RNA"
"LOC126332885","small subunit ribosomal RNA"
"LOC126332888","small subunit ribosomal RNA"
"LOC126332890","small subunit ribosomal RNA"
"LOC126332891","large subunit ribosomal RNA"
"LOC126332893","small subunit ribosomal RNA"
"LOC126332894","large subunit ribosomal RNA"
"LOC126332981","small subunit ribosomal RNA"
"LOC126332982","small subunit ribosomal RNA"
"LOC126332983","small subunit ribosomal RNA"
"LOC126332984","large subunit ribosomal RNA"
"LOC126332985","large subunit ribosomal RNA"
"LOC126333004","small subunit ribosomal RNA"
"LOC126333005","large subunit ribosomal RNA"
"LOC126333006","large subunit ribosomal RNA"
"LOC126333014","5.8S ribosomal RNA"
"LOC126333016","small subunit ribosomal RNA"
"LOC126333017","small subunit ribosomal RNA"
"LOC126333018","small subunit ribosomal RNA"
"LOC126333019","small subunit ribosomal RNA"
"LOC126333020","large subunit ribosomal RNA"
"LOC126333021","large subunit ribosomal RNA"
"LOC126333022","large subunit ribosomal RNA"
"LOC126333029","large subunit ribosomal RNA"
"LOC126333030","large subunit ribosomal RNA"
"LOC126333033","small subunit ribosomal RNA"
"LOC126333034","small subunit ribosomal RNA"
"LOC126333036","small subunit ribosomal RNA"
"LOC126333038","large subunit ribosomal RNA"
"LOC126333039","large subunit ribosomal RNA"
"LOC126333040","large subunit ribosomal RNA"
"LOC126333045","small subunit ribosomal RNA"
"LOC126333165","MOXD1 homolog 1-like"
"LOC126333223","serine-rich adhesin for platelets-like"
"LOC126333258","small subunit ribosomal RNA"
"LOC126333259","uncharacterized LOC126333259"
"LOC126333260","large subunit ribosomal RNA"
"LOC126333261","large subunit ribosomal RNA"
"LOC126333297","extracellular matrix organizing protein FRAS1-like"
"LOC126333309","uncharacterized LOC126333309"
"LOC126333320","uncharacterized LOC126333320"
"LOC126333323","large subunit ribosomal RNA"
"LOC126333328","large subunit ribosomal RNA"
"LOC126333352","uncharacterized LOC126333352"
"LOC126333359","large subunit ribosomal RNA"
"LOC126333363","tyrosine aminotransferase"
"LOC126333366","small subunit ribosomal RNA"
"LOC126333367","large subunit ribosomal RNA"
"LOC126333368","large subunit ribosomal RNA"
"LOC126333369","uncharacterized LOC126333369"
"LOC126333372","large subunit ribosomal RNA"
"LOC126333374","large subunit ribosomal RNA"
"LOC126333384","small subunit ribosomal RNA"
"LOC126333385","large subunit ribosomal RNA"
"LOC126333388","large subunit ribosomal RNA"
"LOC126333389","large subunit ribosomal RNA"
"LOC126333395","large subunit ribosomal RNA"
"LOC126333396","large subunit ribosomal RNA"
"LOC126333400","small subunit ribosomal RNA"
"LOC126333407","small subunit ribosomal RNA"
"LOC126333408","uncharacterized LOC126333408"
"LOC126333409","small subunit ribosomal RNA"
"LOC126333411","large subunit ribosomal RNA"
"LOC126333414","large subunit ribosomal RNA"
"LOC126333415","large subunit ribosomal RNA"
"LOC126333421","large subunit ribosomal RNA"
"LOC126333428","small subunit ribosomal RNA"
"LOC126333436","large subunit ribosomal RNA"
"LOC126333440","5.8S ribosomal RNA"
"LOC126333444","small subunit ribosomal RNA"
"LOC126333447","large subunit ribosomal RNA"
"LOC126333458","large subunit ribosomal RNA"
"LOC126333465","large subunit ribosomal RNA"
"LOC126333469","large subunit ribosomal RNA"
"LOC126333473","small subunit ribosomal RNA"
"LOC126333483","large subunit ribosomal RNA"
"LOC126333485","small subunit ribosomal RNA"
"LOC126333486","large subunit ribosomal RNA"
"LOC126333487","5.8S ribosomal RNA"
"LOC126333488","small subunit ribosomal RNA"
"LOC126333489","small subunit ribosomal RNA"
"LOC126333490","small subunit ribosomal RNA"
"LOC126333491","large subunit ribosomal RNA"
"LOC126333492","large subunit ribosomal RNA"
"LOC126333498","small subunit ribosomal RNA"
"LOC126333500","large subunit ribosomal RNA"
"LOC126333501","large subunit ribosomal RNA"
"LOC126333504","small subunit ribosomal RNA"
"LOC126333505","small subunit ribosomal RNA"
"LOC126333554","protein regulator of cytokinesis 1-like"
"LOC126333579","small subunit ribosomal RNA"
"LOC126333580","large subunit ribosomal RNA"
"LOC126333583","large subunit ribosomal RNA"
"LOC126333584","large subunit ribosomal RNA"
"LOC126333585","large subunit ribosomal RNA"
"LOC126333615","large subunit ribosomal RNA"
"LOC126333619","large subunit ribosomal RNA"
"LOC126333621","small subunit ribosomal RNA"
"LOC126333622","small subunit ribosomal RNA"
"LOC126333623","small subunit ribosomal RNA"
"LOC126333625","large subunit ribosomal RNA"
"LOC126333626","large subunit ribosomal RNA"
"LOC126333633","large subunit ribosomal RNA"
"LOC126333634","large subunit ribosomal RNA"
"LOC126333639","small subunit ribosomal RNA"
"LOC126333643","small subunit ribosomal RNA"
"LOC126333644","small subunit ribosomal RNA"
"LOC126333645","large subunit ribosomal RNA"
"LOC126333661","small subunit ribosomal RNA"
"LOC126333663","large subunit ribosomal RNA"
"LOC126333667","large subunit ribosomal RNA"
"LOC126333672","uncharacterized protein KIAA0513"
"LOC126333777","small subunit ribosomal RNA"
"LOC126333778","small subunit ribosomal RNA"
"LOC126333779","large subunit ribosomal RNA"
"LOC126333781","large subunit ribosomal RNA"
"LOC126333783","small subunit ribosomal RNA"
"LOC126333784","small subunit ribosomal RNA"
"LOC126333785","large subunit ribosomal RNA"
"LOC126333787","small subunit ribosomal RNA"
"LOC126333788","large subunit ribosomal RNA"
"LOC126333789","large subunit ribosomal RNA"
"LOC126333800","large subunit ribosomal RNA"
"LOC126333801","large subunit ribosomal RNA"
"LOC126333809","large subunit ribosomal RNA"
"LOC126333812","large subunit ribosomal RNA"
"LOC126333813","large subunit ribosomal RNA"
"LOC126333837","small subunit ribosomal RNA"
"LOC126333863","large subunit ribosomal RNA"
"LOC126333934","small subunit ribosomal RNA"
"LOC126333935","large subunit ribosomal RNA"
"LOC126333964","small subunit ribosomal RNA"
"LOC126333965","large subunit ribosomal RNA"
"LOC126333966","large subunit ribosomal RNA"
"LOC126333969","5.8S ribosomal RNA"
"LOC126333973","small subunit ribosomal RNA"
"LOC126333974","large subunit ribosomal RNA"
"LOC126333975","large subunit ribosomal RNA"
"LOC126333980","small subunit ribosomal RNA"
"LOC126333988","large subunit ribosomal RNA"
"LOC126333995","small subunit ribosomal RNA"
"LOC126333999","large subunit ribosomal RNA"
"LOC126334004","large subunit ribosomal RNA"
"LOC126334005","large subunit ribosomal RNA"
"LOC126334015","small subunit ribosomal RNA"
"LOC126334016","large subunit ribosomal RNA"
"LOC126334017","large subunit ribosomal RNA"
"LOC126334018","large subunit ribosomal RNA"
"LOC126334022","small subunit ribosomal RNA"
"LOC126334025","large subunit ribosomal RNA"
"LOC126334027","small subunit ribosomal RNA"
"LOC126334028","small subunit ribosomal RNA"
"LOC126334029","large subunit ribosomal RNA"
"LOC126334036","small subunit ribosomal RNA"
"LOC126334039","uncharacterized LOC126334039"
"LOC126334041","5.8S ribosomal RNA"
"LOC126334042","small subunit ribosomal RNA"
"LOC126334052","small subunit ribosomal RNA"
"LOC126334054","small subunit ribosomal RNA"
"LOC126334057","large subunit ribosomal RNA"
"LOC126334058","large subunit ribosomal RNA"
"LOC126334120","5.8S ribosomal RNA"
"LOC126334123","5.8S ribosomal RNA"
"LOC126334124","small subunit ribosomal RNA"
"LOC126334125","small subunit ribosomal RNA"
"LOC126334129","large subunit ribosomal RNA"
"LOC126334130","large subunit ribosomal RNA"
"LOC126334139","small subunit ribosomal RNA"
"LOC126334140","small subunit ribosomal RNA"
"LOC126334154","5.8S ribosomal RNA"
"LOC126334155","5.8S ribosomal RNA"
"LOC126334156","small subunit ribosomal RNA"
"LOC126334157","small subunit ribosomal RNA"
"LOC126334160","small subunit ribosomal RNA"
"LOC126334161","large subunit ribosomal RNA"
"LOC126334162","large subunit ribosomal RNA"
"LOC126334165","small subunit ribosomal RNA"
"LOC126334168","large subunit ribosomal RNA"
"LOC126334169","large subunit ribosomal RNA"
"LOC126334172","irregular chiasm C-roughest protein-like"
"LOC126334173","small subunit ribosomal RNA"
"LOC126334174","small subunit ribosomal RNA"
"LOC126334176","large subunit ribosomal RNA"
"LOC126334177","large subunit ribosomal RNA"
"LOC126334181","small subunit ribosomal RNA"
"LOC126334219","uncharacterized LOC126334219"
"LOC126334230","intraflagellar transport protein 46 homolog"
"LOC126334246","large subunit ribosomal RNA"
"LOC126334247","large subunit ribosomal RNA"
"LOC126334248","5.8S ribosomal RNA"
"LOC126334249","small subunit ribosomal RNA"
"LOC126334252","large subunit ribosomal RNA"
"LOC126334253","large subunit ribosomal RNA"
"LOC126334257","small subunit ribosomal RNA"
"LOC126334298","small subunit ribosomal RNA"
"LOC126334299","large subunit ribosomal RNA"
"LOC126334301","small subunit ribosomal RNA"
"LOC126334302","large subunit ribosomal RNA"
"LOC126334304","small subunit ribosomal RNA"
"LOC126334307","large subunit ribosomal RNA"
"LOC126334317","large subunit ribosomal RNA"
"LOC126334319","small subunit ribosomal RNA"
"LOC126334320","large subunit ribosomal RNA"
"LOC126334321","large subunit ribosomal RNA"
"LOC126334323","5.8S ribosomal RNA"
"LOC126334324","small subunit ribosomal RNA"
"LOC126334328","large subunit ribosomal RNA"
"LOC126334332","small subunit ribosomal RNA"
"LOC126334340","exocyst complex component 6-like"
"LOC126334341","uncharacterized LOC126334341"
"LOC126334342","phosphoribosylamine--glycine ligase-like"
"LOC126334343","uncharacterized LOC126334343"
"LOC126334344","uncharacterized LOC126334344"
"LOC126334364","large subunit ribosomal RNA"
"LOC126334375","large subunit ribosomal RNA"
"LOC126334458","large subunit ribosomal RNA"
"LOC126334460","small subunit ribosomal RNA"
"LOC126334511","leucine-rich repeat-containing protein 15"
"LOC126334513","nose resistant to fluoxetine protein 6-like"
"LOC126334520","cilia- and flagella-associated protein 52-like"
"LOC126334533","uncharacterized LOC126334533"
