"enrichment_context","database","family","comparison","direction","plot_label","DEG_set","term_id","term_name","term_description","ontology_or_theme","pathway_scope","GeneRatio","BgRatio","FoldEnrichment","p.adjust","qvalue","Count","n_listed_genes","DEG_gene_IDs","DEG_gene_names"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0043207","response to external biotic stimulus","response to external biotic stimulus","BP",NA,"22/176","170/5969",4.38897058823529,8.65760457819766e-07,8.65760457819766e-07,22,22,"LOC126267038; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271975; LOC126273010; LOC126278673; LOC126282030; LOC126282035; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126335036; LOC126343175; LOC126365918","CSP6; PGRPLA; Rel; SamDC; spz; Tsf1; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0051707","response to other organism","response to other organism","BP",NA,"22/176","170/5969",4.38897058823529,8.65760457819766e-07,8.65760457819766e-07,22,22,"LOC126267038; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271975; LOC126273010; LOC126278673; LOC126282030; LOC126282035; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126335036; LOC126343175; LOC126365918","CSP6; PGRPLA; Rel; SamDC; spz; Tsf1; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0045087","innate immune response","innate immune response","BP",NA,"14/176","75/5969",6.33075757575758,6.19023583095223e-06,6.19023583095223e-06,14,14,"LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267652; LOC126268068; LOC126282030; LOC126282035; LOC126285462; LOC126298648; LOC126299506; LOC126355206; LOC126365918","PGRPLA; Rel; RhoBTB; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:1901136","carbohydrate derivative catabolic process","carbohydrate derivative catabolic process","BP",NA,"10/176","37/5969",9.16615479115479,1.48654115147279e-05,1.48654115147279e-05,10,10,"LOC126267061; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126285462; LOC126346580; LOC126365918","PGRPLA; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0006955","immune response","immune response","BP",NA,"17/176","125/5969",4.61240909090909,2.29914298631484e-05,2.29914298631484e-05,17,17,"LOC126266672; LOC126267038; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126282030; LOC126282035; LOC126285462; LOC126298648; LOC126299506; LOC126355206; LOC126365918","DOME; PGRPLA; Rel; RhoBTB; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0031226","GO:0031226","GO:0031226",NA,NA,"29/176","341/5969",2.88424753399094,3.15809780808252e-05,3.15809780808252e-05,29,29,"LOC126266656; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271496; LOC126279309; LOC126281483; LOC126285413; LOC126297555; LOC126297629; LOC126297964; LOC126298556; LOC126299447; LOC126299506; LOC126336688; LOC126353927; LOC126353931; LOC126355684; LOC126355933; LOC126356154; LOC126356271; LOC126357744; LOC126365747; LOC126365918","Akhr; if; Mvl; Orct; PGRPLA; Sur; tor; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0097367","carbohydrate derivative binding","carbohydrate derivative binding","MF",NA,"15/176","102/5969",4.98746657754011,4.17813815441514e-05,4.17813815441514e-05,15,15,"LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126278382; LOC126281165; LOC126281245; LOC126285462; LOC126346580; LOC126365865; LOC126365918","PGRPLA; Pvf1; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0005887","GO:0005887","GO:0005887",NA,NA,"28/176","332/5969",2.86028203723987,5.6710659121815e-05,5.6710659121815e-05,28,28,"LOC126266656; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271496; LOC126279309; LOC126281483; LOC126285413; LOC126297555; LOC126297629; LOC126297964; LOC126299447; LOC126299506; LOC126336688; LOC126353927; LOC126353931; LOC126355684; LOC126355933; LOC126356154; LOC126356271; LOC126357744; LOC126365747; LOC126365918","Akhr; if; Mvl; Orct; PGRPLA; Sur; tor; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0005576","extracellular region","extracellular region","CC",NA,"26/176","304/5969",2.90060556220096,0.000114475688930947,0.000114475688930947,26,26,"LOC126267391; LOC126271975; LOC126273010; LOC126275497; LOC126280991; LOC126281165; LOC126282193; LOC126285462; LOC126293178; LOC126293181; LOC126293557; LOC126298389; LOC126298648; LOC126299206; LOC126299332; LOC126334947; LOC126335382; LOC126335545; LOC126335546; LOC126335547; LOC126336325; LOC126346021; LOC126346580; LOC126355485; LOC126355938; LOC126365865","CSP6; Pvf1; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:1901575","GO:1901575","GO:1901575",NA,NA,"33/176","482/5969",2.32196576763485,0.000496410552068951,0.000496410552068951,33,33,"LOC126266656; LOC126266748; LOC126267061; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271919; LOC126272078; LOC126278128; LOC126280991; LOC126282517; LOC126285462; LOC126293188; LOC126294949; LOC126294955; LOC126295040; LOC126295425; LOC126334613; LOC126346021; LOC126346362; LOC126346580; LOC126353887; LOC126354672; LOC126354914; LOC126354995; LOC126355485; LOC126356122; LOC126365747; LOC126365918; LOC126365957","Akhr; Hex-A; PGRPLA; unannotated; v"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0004866","endopeptidase inhibitor activity","endopeptidase inhibitor activity","MF",NA,"5/176","10/5969",16.9573863636364,0.000624287074383473,0.000624287074383473,5,5,"LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0010466","negative regulation of peptidase activity","negative regulation of peptidase activity","BP",NA,"5/176","10/5969",16.9573863636364,0.000624287074383473,0.000624287074383473,5,5,"LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0010951","negative regulation of endopeptidase activity","negative regulation of endopeptidase activity","BP",NA,"5/176","10/5969",16.9573863636364,0.000624287074383473,0.000624287074383473,5,5,"LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0030414","peptidase inhibitor activity","peptidase inhibitor activity","MF",NA,"5/176","10/5969",16.9573863636364,0.000624287074383473,0.000624287074383473,5,5,"LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0042742","defense response to bacterium","defense response to bacterium","BP",NA,"11/176","72/5969",5.18142361111111,0.000864474000633409,0.000864474000633409,11,11,"LOC126267163; LOC126267343; LOC126271975; LOC126278673; LOC126282030; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126335036","Rel; SamDC; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0002376","immune system process","immune system process","BP",NA,"19/176","209/5969",3.08316115702479,0.00127773722201837,0.00127773722201837,19,19,"LOC126266672; LOC126267038; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126281165; LOC126282030; LOC126282035; LOC126285462; LOC126298648; LOC126299506; LOC126355206; LOC126356154; LOC126365918","DOME; if; PGRPLA; Pvf1; Rel; RhoBTB; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0022857","transmembrane transporter activity","transmembrane transporter activity","MF",NA,"29/176","422/5969",2.33063604049978,0.00151594660121418,0.00151594660121418,29,29,"LOC126272275; LOC126272360; LOC126272465; LOC126272767; LOC126278191; LOC126278232; LOC126278467; LOC126278946; LOC126279309; LOC126282259; LOC126285413; LOC126297555; LOC126297964; LOC126299447; LOC126334835; LOC126336375; LOC126336688; LOC126353927; LOC126353931; LOC126354017; LOC126354018; LOC126354186; LOC126354788; LOC126355303; LOC126355684; LOC126355939; LOC126355940; LOC126357744; LOC126358740","Mvl; NaPi-T; Nhe2; Orct; Pain; Sur; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0061135","endopeptidase regulator activity","endopeptidase regulator activity","MF",NA,"5/176","12/5969",14.1311553030303,0.00161180175437861,0.00161180175437861,5,5,"LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:1901565","GO:1901565","GO:1901565",NA,NA,"24/176","316/5969",2.57580552359033,0.00168809125131931,0.00168809125131931,24,24,"LOC126266748; LOC126267061; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126278128; LOC126282517; LOC126285462; LOC126293188; LOC126294949; LOC126294955; LOC126295040; LOC126295425; LOC126334613; LOC126346021; LOC126346580; LOC126354672; LOC126354914; LOC126354995; LOC126356122; LOC126365918","PGRPLA; unannotated; v"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0055085","transmembrane transport","transmembrane transport","BP",NA,"30/176","459/5969",2.21665181224005,0.00253734853693397,0.00253734853693397,30,30,"LOC126272275; LOC126272360; LOC126272465; LOC126272767; LOC126278191; LOC126278232; LOC126278467; LOC126278946; LOC126279309; LOC126282259; LOC126285413; LOC126297555; LOC126297964; LOC126298824; LOC126299447; LOC126334835; LOC126336375; LOC126336688; LOC126353927; LOC126353931; LOC126354017; LOC126354018; LOC126354186; LOC126354788; LOC126355303; LOC126355684; LOC126355939; LOC126355940; LOC126357744; LOC126358740","Mvl; NaPi-T; Nhe2; Orct; Pain; Sur; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0061134","peptidase regulator activity","peptidase regulator activity","MF",NA,"5/176","16/5969",10.5983664772727,0.00731665660430578,0.00731665660430578,5,5,"LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0005215","transporter activity","transporter activity","MF",NA,"30/176","488/5969",2.08492455290611,0.00758924073974966,0.00758924073974966,30,30,"LOC126272275; LOC126272360; LOC126272465; LOC126272767; LOC126278191; LOC126278232; LOC126278467; LOC126278946; LOC126279309; LOC126282259; LOC126285413; LOC126297555; LOC126297964; LOC126299332; LOC126299447; LOC126334835; LOC126336375; LOC126336688; LOC126353927; LOC126353931; LOC126354017; LOC126354018; LOC126354186; LOC126354788; LOC126355303; LOC126355684; LOC126355939; LOC126355940; LOC126357744; LOC126358740","Mvl; NaPi-T; Nhe2; Orct; Pain; Sur; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0045088","regulation of innate immune response","regulation of innate immune response","BP",NA,"7/176","37/5969",6.41630835380835,0.00816733096217552,0.00816733096217552,7,7,"LOC126267163; LOC126278232; LOC126282030; LOC126285462; LOC126335545; LOC126335546; LOC126335547","Rel; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0005615","extracellular space","extracellular space","CC",NA,"14/176","146/5969",3.25210149439601,0.00854552333668013,0.00854552333668013,14,14,"LOC126271975; LOC126273010; LOC126275497; LOC126280991; LOC126281165; LOC126282193; LOC126293557; LOC126299332; LOC126334947; LOC126335382; LOC126335545; LOC126335546; LOC126335547; LOC126346021","CSP6; Pvf1; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0031347","regulation of defense response","regulation of defense response","BP",NA,"9/176","64/5969",4.76926491477273,0.0086114909593347,0.0086114909593347,9,9,"LOC126267038; LOC126267163; LOC126278232; LOC126282030; LOC126285462; LOC126298648; LOC126335545; LOC126335546; LOC126335547","Rel; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0050776","regulation of immune response","regulation of immune response","BP",NA,"9/176","69/5969",4.42366600790514,0.0151907109146924,0.0151907109146924,9,9,"LOC126267038; LOC126267163; LOC126278232; LOC126282030; LOC126285462; LOC126298648; LOC126335545; LOC126335546; LOC126335547","Rel; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0009057","macromolecule catabolic process","macromolecule catabolic process","BP",NA,"23/176","348/5969",2.24149359979101,0.0175130761471965,0.0175130761471965,23,23,"LOC126267061; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126272078; LOC126278128; LOC126285462; LOC126293188; LOC126294949; LOC126294955; LOC126295040; LOC126295425; LOC126346021; LOC126346362; LOC126346580; LOC126353887; LOC126354672; LOC126354914; LOC126356122; LOC126365918","PGRPLA; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0045861","negative regulation of proteolysis","negative regulation of proteolysis","BP",NA,"5/176","20/5969",8.47869318181818,0.0193578061837595,0.0193578061837595,5,5,"LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0045824","negative regulation of innate immune response","negative regulation of innate immune response","BP",NA,"4/176","12/5969",11.3049242424242,0.0231610133286586,0.0231610133286586,4,4,"LOC126278232; LOC126335545; LOC126335546; LOC126335547","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0050777","negative regulation of immune response","negative regulation of immune response","BP",NA,"5/176","21/5969",8.07494588744589,0.0231610133286586,0.0231610133286586,5,5,"LOC126267038; LOC126278232; LOC126335545; LOC126335546; LOC126335547","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0061057","peptidoglycan recognition protein signaling pathway","peptidoglycan recognition protein signaling pathway","BP",NA,"4/176","12/5969",11.3049242424242,0.0231610133286586,0.0231610133286586,4,4,"LOC126267163; LOC126267343; LOC126282030; LOC126285462","Rel; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0098542","defense response to other organism","defense response to other organism","BP",NA,"11/176","107/5969",3.48656542056075,0.0231610133286586,0.0231610133286586,11,11,"LOC126267163; LOC126267343; LOC126271975; LOC126278673; LOC126282030; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126335036","Rel; SamDC; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0002682","regulation of immune system process","regulation of immune system process","BP",NA,"12/176","126/5969",3.22997835497835,0.0233006333580684,0.0233006333580684,12,12,"LOC126267038; LOC126267163; LOC126278232; LOC126281598; LOC126282030; LOC126282035; LOC126285462; LOC126298648; LOC126335545; LOC126335546; LOC126335547; LOC126341418","aop; Rel; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0044421","GO:0044421","GO:0044421",NA,NA,"17/176","227/5969",2.5398728474169,0.0253203928706152,0.0253203928706152,17,17,"LOC126267391; LOC126271975; LOC126273010; LOC126275497; LOC126280991; LOC126281165; LOC126282193; LOC126293557; LOC126299206; LOC126299332; LOC126334947; LOC126335382; LOC126335545; LOC126335546; LOC126335547; LOC126346021; LOC126355485","CSP6; Pvf1; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0050829","defense response to Gram-negative bacterium","defense response to Gram-negative bacterium","BP",NA,"6/176","34/5969",5.98495989304813,0.0287894375749957,0.0287894375749957,6,6,"LOC126267163; LOC126271975; LOC126282030; LOC126297857; LOC126298648; LOC126335036","Rel; SamDC; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0080134","regulation of response to stress","regulation of response to stress","BP",NA,"16/176","209/5969",2.59634623749456,0.0287894375749957,0.0287894375749957,16,16,"LOC126267038; LOC126267163; LOC126267226; LOC126267343; LOC126278128; LOC126278232; LOC126282030; LOC126285462; LOC126294949; LOC126294955; LOC126295040; LOC126295425; LOC126298648; LOC126335545; LOC126335546; LOC126335547","lok; Rel; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0006820","monoatomic anion transport","monoatomic anion transport","BP",NA,"16/176","212/5969",2.55960548885077,0.0325227268711702,0.0325227268711702,16,16,"LOC126272275; LOC126272360; LOC126272465; LOC126278232; LOC126278467; LOC126285413; LOC126299447; LOC126334835; LOC126336375; LOC126336688; LOC126353927; LOC126353931; LOC126354788; LOC126355684; LOC126355939; LOC126355940","NaPi-T; Orct; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0052548","regulation of endopeptidase activity","regulation of endopeptidase activity","BP",NA,"6/176","35/5969",5.81396103896104,0.0325227268711702,0.0325227268711702,6,6,"LOC126267226; LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","lok; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0051346","negative regulation of hydrolase activity","negative regulation of hydrolase activity","BP",NA,"5/176","24/5969",7.06557765151515,0.0376129950499244,0.0376129950499244,5,5,"LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0006811","monoatomic ion transport","monoatomic ion transport","BP",NA,"24/176","403/5969",2.01973832618994,0.0442362209814636,0.0442362209814636,24,24,"LOC126272275; LOC126272360; LOC126272465; LOC126272767; LOC126278232; LOC126278467; LOC126279309; LOC126282259; LOC126285413; LOC126297555; LOC126297964; LOC126299447; LOC126334835; LOC126336375; LOC126336688; LOC126353927; LOC126353931; LOC126354186; LOC126354788; LOC126355303; LOC126355684; LOC126355939; LOC126355940; LOC126358740","Mvl; NaPi-T; Nhe2; Orct; Pain; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0015711","organic anion transport","organic anion transport","BP",NA,"12/176","138/5969",2.94911067193676,0.0453380317614553,0.0453380317614553,12,12,"LOC126272275; LOC126272360; LOC126278232; LOC126285413; LOC126299447; LOC126336688; LOC126353927; LOC126353931; LOC126354788; LOC126355684; LOC126355939; LOC126355940","Orct; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0008514","GO:0008514","GO:0008514",NA,NA,"11/176","121/5969",3.08316115702479,0.0511726201467717,0.0511726201467717,11,11,"LOC126272275; LOC126272360; LOC126285413; LOC126299447; LOC126336688; LOC126353927; LOC126353931; LOC126354788; LOC126355684; LOC126355939; LOC126355940","Orct; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0015918","sterol transport","sterol transport","BP",NA,"4/176","16/5969",8.47869318181818,0.0606912096095166,0.0606912096095166,4,4,"LOC126278191; LOC126278946; LOC126299332; LOC126337753","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0016051","carbohydrate biosynthetic process","carbohydrate biosynthetic process","BP",NA,"5/176","27/5969",6.28051346801347,0.0606912096095166,0.0606912096095166,5,5,"LOC126278177; LOC126284041; LOC126335001; LOC126335288; LOC126335291","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0002684","positive regulation of immune system process","positive regulation of immune system process","BP",NA,"6/176","41/5969",4.96313747228381,0.0668972644280361,0.0668972644280361,6,6,"LOC126267163; LOC126278232; LOC126282030; LOC126285462; LOC126298648; LOC126341418","Rel; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0052547","regulation of peptidase activity","regulation of peptidase activity","BP",NA,"6/176","41/5969",4.96313747228381,0.0668972644280361,0.0668972644280361,6,6,"LOC126267226; LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","lok; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0031348","negative regulation of defense response","negative regulation of defense response","BP",NA,"4/176","18/5969",7.53661616161616,0.0908322883587469,0.0908322883587469,4,4,"LOC126278232; LOC126335545; LOC126335546; LOC126335547","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0097164","GO:0097164","GO:0097164",NA,NA,"4/176","18/5969",7.53661616161616,0.0908322883587469,0.0908322883587469,4,4,"LOC126284548; LOC126335036; LOC126356204; LOC126365745","SamDC; Th; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0004857","enzyme inhibitor activity","enzyme inhibitor activity","MF",NA,"5/176","30/5969",5.65246212121212,0.0910674670817114,0.0910674670817114,5,5,"LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0008194","UDP-glycosyltransferase activity","UDP-glycosyltransferase activity","MF",NA,"6/176","44/5969",4.62474173553719,0.0912230537130223,0.0912230537130223,6,6,"LOC126278177; LOC126281994; LOC126335001; LOC126335288; LOC126335291; LOC126335966","GlcAT-P; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0098656","monoatomic anion transmembrane transport","monoatomic anion transmembrane transport","BP",NA,"12/176","154/5969",2.64270956316411,0.0992792712513065,0.0992792712513065,12,12,"LOC126272275; LOC126272360; LOC126278232; LOC126285413; LOC126299447; LOC126336688; LOC126353927; LOC126353931; LOC126354788; LOC126355684; LOC126355939; LOC126355940","Orct; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0015075","monoatomic ion transmembrane transporter activity","monoatomic ion transmembrane transporter activity","MF",NA,"19/176","311/5969",2.07196360713242,0.0994666673670956,0.0994666673670956,19,19,"LOC126272275; LOC126272360; LOC126272767; LOC126279309; LOC126282259; LOC126285413; LOC126297555; LOC126297964; LOC126299447; LOC126336688; LOC126353927; LOC126353931; LOC126354186; LOC126354788; LOC126355303; LOC126355684; LOC126355939; LOC126355940; LOC126358740","Mvl; Nhe2; Orct; Pain; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50","infection_diet50_down","GO:0044421","GO:0044421","GO:0044421",NA,NA,"26/229","227/5969",2.98547602100687,0.00137766450775927,0.00137766450775927,26,26,"LOC126266752; LOC126267253; LOC126267773; LOC126267997; LOC126271928; LOC126272046; LOC126278524; LOC126284250; LOC126284629; LOC126284630; LOC126295285; LOC126298412; LOC126298594; LOC126298901; LOC126331446; LOC126333165; LOC126334779; LOC126336597; LOC126336602; LOC126336809; LOC126337018; LOC126337058; LOC126344496; LOC126353822; LOC126354439; LOC126356100","ck; Hsc70-3; LanB2; scra; shf; Sod; SRPN12; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50","infection_diet50_down","GO:0005576","extracellular region","extracellular region","CC",NA,"30/229","304/5969",2.57225350494139,0.00217669738954018,0.00217669738954018,30,30,"LOC126266752; LOC126266830; LOC126267253; LOC126267773; LOC126267997; LOC126268712; LOC126271928; LOC126272046; LOC126278524; LOC126284250; LOC126284629; LOC126284630; LOC126284756; LOC126295285; LOC126298412; LOC126298594; LOC126298901; LOC126331446; LOC126333165; LOC126334779; LOC126334780; LOC126336597; LOC126336602; LOC126336809; LOC126337018; LOC126337058; LOC126344496; LOC126353822; LOC126354439; LOC126356100","ck; Gld; Hsc70-3; LanB2; sca; scra; shf; sli; Sod; SRPN12; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50","infection_diet50_down","GO:0016491","oxidoreductase activity","oxidoreductase activity","MF",NA,"24/229","226/5969",2.76801793098118,0.00512641880787181,0.00512641880787181,24,24,"LOC126266657; LOC126266827; LOC126267222; LOC126267953; LOC126281446; LOC126281672; LOC126297494; LOC126298596; LOC126298770; LOC126299150; LOC126305900; LOC126320178; LOC126323251; LOC126333165; LOC126335256; LOC126335505; LOC126336122; LOC126336866; LOC126345263; LOC126354003; LOC126354439; LOC126354620; LOC126354904; LOC126355885","Aldh; CYP306A1; Cyp314a1; CYP315A1; HPX5; Idh; Men; Nmdmc; Sod; unannotated; Zw"
"Direction-aware enrichment","GO","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50","infection_diet50_down","GO:0055114","GO:0055114","GO:0055114",NA,NA,"28/229","299/5969",2.44091659242599,0.00703638696175201,0.00703638696175201,28,28,"LOC126266657; LOC126266827; LOC126267222; LOC126267953; LOC126281446; LOC126281672; LOC126285378; LOC126291591; LOC126297494; LOC126298596; LOC126298770; LOC126299150; LOC126305900; LOC126320178; LOC126323251; LOC126333165; LOC126334596; LOC126335256; LOC126335505; LOC126336122; LOC126336244; LOC126336866; LOC126345263; LOC126354003; LOC126354439; LOC126354620; LOC126354904; LOC126355885","Aldh; CYP306A1; Cyp314a1; CYP315A1; HPX5; Idh; Men; Nmdmc; Sod; UGP; unannotated; Zw"
